INDEX,EN
PanelForceBuyProduct_NoEnoughCurrency,Not Enough Currency
PanelForceBuyProduct_LimitedCount,Limit Count:{sp}
PanelForce_Difficulty,Difficulty: {0}
PanelTaskMain_TitleTask,QUEST
PanelTaskMain_Reward,REWARD:{sp}
PanelTaskMain_Gotten,CLAIMED
PanelTaskMain_Story,STORY
PanelTaskMain_Daily,DAILY
PanelTaskMain_DailyTZ,CHALLENGE
PanelTaskMain_DailyTZ_Desc,"Peace never visited the Wasteland as any corner would fall into crisis. Then Overseer, are you ready to face these perils?"
PanelTaskMain_History,FACTION
PanelTaskMain_Goto,GO
PanelTaskMain_Get,CLAIM
PanelTask_TabTape,RADIO
PanelTask_ForceMTM,"After experiencing ruin and bloodshed, the Minutemen have rebuilt and are rising from the ashes. They do their utmost to help those in need."
PanelTask_ForceCIT,"Based deep underground, the Institute is led by a group of scientists, immersed in the dream of creating a world filled with Synthetic Humans, or controlling the world."
PanelTask_ForceRLD,"Since their inception, the Railroad's goal has always been liberating Synths whom have been enslaved by the Institute. They will do whatever it takes to set them free."
PanelTask_ForceBSW,It's no doubt that the Brotherhood of Steel (BoS) is a conservative organization that fights against all non-human species and firmly upholds their own creed and duties.
PanelTask_Tape,"The radio studio receives signals from all over the Commonwealth, that way, the Vault always has the most up-to-date information."
PanelTask_ForceTab_MTM,THE MINUTEMEN
PanelTask_ForceTab_CIT,THE INSTITUTE
PanelTask_ForceTab_RLD,THE RAILROAD
PanelTask_ForceTab_BSW,THE BoS
PanelTask_None,NO QUESTS
PanelTask_GetRewardWarning,You will exceed your Storage limit if you claim more {0}. The excess will be abandoned. Are you sure you want to claim it?
PanelTask_GetRewardWarning_1,{0}
PanelTask_GetRewardWarning_2,"{0}, {1}"
PanelTask_GetRewardWarning_3,"{0}, {1}, {2}"
PanelTask_GetRewardWarning_4,"{0}, {1}, {2}, {3}"
PanelHeroPerk_GoldNotEnough,Not Enough Nuka-Cola
PanelHeroPerkTab_Intro,DETAIL
PanelHeroPerkTab_ability,ABILITY
PanelHeroPerkTab_property,STATS
PanelHeroPerkTab_Break,Advance
PanelHeroPerkTab_Equip,EQUIP
PanelHeroPerkTab_Tools,TOOL
PanelHeroPerkTab_Fitting,ATTACH.
PanelHeroPerkTab_HeroSkin,SKIN
PanelHeroPerkTab_ExclusiveWeapon,Trinket
PanelHeroPerkTab_StarUp,RANK UP
PanelHeroPerk_LevelEffect,Current Effect:{sp}
PanelHeroPerk_NextLevelEffect,Next Level Effect:{sp}
PanelHeroPerk_RoomTrain,Train At {0}
PanelHeroDetailMain_Biography,B.I.O
PanelHeroDetailMain_Evaluate,REVIEW
PanelHeroDetailMain_StarLevelDes,Collect <color=#c4074a>{0}</color> posters to <color=#c4074a>Rank Up</color> and improve <color=#c4074a>Power</color> and <color=#c4074a>Productivity</color>.
PanelHeroDetailMain_StarLevelDes2,Collect <color=#c4074a>{0}</color> posters to <color=#c4074a>Promote</color> and improve <color=#c4074a>Power</color> and <color=#c4074a>Productivity</color>.
PanelHeroDetailMain_GuildReinforcementTitle,Reinforcements Detail
PanelHeroDetailMain_GuildForce,{0}
PanelHeroDetailMain_GuildHeroTips,"1. Guild Reinforcements are a powerful combat unit trained by the guild and can be hired by a guild member in Rescue Mission or Guild War, cooldown: 24 hours.\n2. Guild members can donate military supplies to increase the combat level of reinforcements. \n3. While hiring reinforcements, if the combat level of reinforcements is higher than the best Dweller's level, it will be automatically converted to be no more than the best Dweller's level +2 (Max 67)."
PanelHeroInfo_GuildHeroPerkInfoTips,"When the combat level of reinforcements reach Lv.16, each level gained increases Perk Level by 1."
PanelHeroDetailMain_ExclusiveWeaponLock,LOCKED
PanelHeroDetailMain_ExclusiveWeaponLock_V2,After residents with advanced to unlock five-hoon
PanelHeroBiography_Title,DWELLER BIOGRAPHY
PanelHeroBiography_StoryIntro,Story Synopsis
PanelHeroBiography_GuildHeroTitle,Reinforcements Biography
PanelHeroBiography_StartBattleFailed,Failure to obtain the battlefield hero biography!
PanelHeroResearchTeamDeploy_Level,LVL {0}
PanelVaultTechnology_ChooseHero_Title,DWELLER
PanelHeroMain_State_Radiation,Radiated
PanelHeroMain_State_InCure,Healing
PanelHeroMain_State_CureOK,Healed
HeroRecruitPosterItemTemplate_Recruit,RECRUIT
PanelHeroLevelUpgrad_Level,LEVEL
PanelHeroUpgradeStar_Title,RANK UP
PanelHeroUpgradeStar_CostTitle,COST:{sp}
PanelHeroUpgradeStar_ButtonUpgrade,RANK UP
PanelHeroUpgradeStar_LackPosters,Not Enough Posters
PanelHeroUpgradeStar_LackCole,Not Enough Nuka-Cola
PanelHeroUpgradeStar_LevelMaxTitle,MAX LEVEL
PanelHeroUpgradeStar_Atk,Damage
PanelHeroUpgradeStar_Crit,Critical Hit
PanelHeroUpgradeStar_Life,Hit Points
PanelHeroUpgradeStar_Def,Defense
PanelHeroUpgradeStar_Max,MAX
PanelHeroUpgradeStar_LowRes,Not Enough Resources
PanelHeroUpgradeStar_NoAnyBound,This Dweller doesn't have a bond.
PanelHeroUpgradeStar_Hour,/H
PanelResource_HeroNum,{0}/{1}
PanelResource_GuildLevel,LVL {0}
PanelResource_LikeSuccess,You liked {0} times.
PanelResource_LikeItemNotEnough,Need screws to like.
PanelBasicResourceTips_Speed,Output {0}/H
PanelHeroPosterSource_Tips,How would you like to get this Poster?
PanelHeroEquip_UPNeed,Cost:{sp}
PanelHeroEquip_UP,UPGRADE
PanelHeroEquip_NeedHeroLevelUP,Requires Lv.{0} dweller's combat level
PanelHeroEquip_Max,MAX
PanelHeroEquip_LevelMax,Max Level Reached
PanelHeroEquip_CanAddLevelMax,MAX LV
PanelHeroEquip_CanAddLevelMin,Can Not Reduce Any More
PanelHeroEquip_LowRes,Not Enough Resources
PanelHeroEquip_MatLack,Not Enough Materials
PanelHeroEquip_UpgradeMultiLevel,QUICK UPGRADE
PanelHeroEquip_NextLevelEffect,Next Level's Effect:{sp}
PanelHeroEquip_SkillInterval,AP Cost:{sp}
PanelHeroEquip_SkillAttackNumType,Target:{sp}
PanelHeroEquip_SkillAttackSingle,Single
PanelHeroEquip_SkillAttackRange,Area
PanelHeroEquip_SkillShort,Low
PanelHeroEquip_SkillMiddle,Medium
PanelHeroEquip_SkillLong,High
PanelHeroTool_Upgrade,UPGRADE
PanelHeroTool_UpgradeMultiLevel,QUICK UPGRADE
PanelHeroTool_UpgradeNeed,Cost
PanelHeroTool_Title,TOOL
PanelEagleEye_Tip1,<color=#00FFB5>Sensor: </color><color=#147C92>transmit soundwave</color>
PanelEagleEye_Tip2,Eagle Eye Activated
PanelEagleEye_Tip3,<color=#00FFB5>WILL NOT ALARM</color>
PanelEagleEye_Tip4,<color=#00FFB5>MAY ALARM</color>
PanelEagleEye_Tip5,<color=#00FFB5>ROOM CAPTURABLE</color>
PanelTraderShop_Title,ITEMS
PanelTraderShop_Fresh,{0} Until Restock
PanelTraderShop_SoldOut,SOLD OUT
PanelTraderShop_BuyTip,Time Left
PanelTraderShop_WalkTrade_Quit,The merchant is packing up and about to leave.
PanelTraderShop_WalkTrade_Title,MERCHANT
PanelTraderShop_Research_Title,TECH SHOP
PanelTraderShop_WalkTrade_WaitQuit,The merchant will leave after {0}.
PanelTraderShop_ResourceRevoveryTrade_Title,RESOURCE SHOP
PanelTraderShop_ResourceRecoveryTrade_WaitQuit,The Resource Recycle Merchant leaves in {0}.
PanelTraderShop_PVPShop_Title,STORE
PanelTraderShop_RefreshFailed,Restock Failed
PanelTraderShop_ActivityShop,ACTIVITY SHOP
PanelTraderShop_SurplusTime,Time Left: {0}
PanelTraderShop_Inconvertibility,Can't Redeem Now
PanelTraderShop_Limited,LIMITED
PanelTraderShop_Saled,Sales
PanelTraderShop_ResearchTrade_WaitQuit,The Tech Recycle Merchant leaves in {0}.
PanelTraderShop_WorldArena,STORE
PanelTraderShop_ReflushResAndResearch,"refresh at 12:00, 18:00 and 21:00"
PanelQuickCost_Confirm,CONFIRM
PanelHeroEnhance_LackItem,Insufficient materials. Unable to upgrade.
PanelBattleAtkTeamEmpty,No Dweller is assigned to the Vault Door\n Please return to the Vault and assign them
PanelBattleWarningTip,Warning
PanelBattleWarningReturn,ASSIGN
PanelSatisfaction_ResourceAboveBalance,Insufficient Resources
PanelSatisfaction_ResourceOnIncrease,Resource Underproduction
PanelSatisfaction_Tip_EleAboveBalance,Status
PanelSatisfaction_Tip_FoodAboveBalance,Status
PanelSatisfaction_Tip_WaterAboveBalance,Status
PanelSatisfaction_Tip_EleOnIncrease,Status
PanelSatisfaction_Tip_FoodOnIncrease,Status
PanelSatisfaction_Tip_WaterOnIncrease,Status
PanelMenu_Friend,FRIEND
PanelMenu_Chat,CHAT
PanelPlayPlot_Title,TIPS
PanelSupervisorLevel_Lv,VAULT LEVEL
PanelSupervisorLevel_LvUpTips,LEVEL UP
PanelEmailSystem_DeleteAll,Do you want to delete all Mail? Uncollected items will not be deleted.
PanelEmailSystem_Title,MAIL
PanelEmailSystem_TabSystem,System
PanelEmailSystem_TabPlayer,Player
PanelEmailSystem_ButtonDeleteAll,DELETE ALL
PanelEmailSystem_ButtonGetAll,CLAIM ALL
PanelEmailSystem_Empty,You Have No Mail
PanelEmailSystem_LeftTime,Duration:
PanelEmail_Title,MAIL
PanelEmail_Name,Title
PanelEmail_ButtonDelete,DELETE
PanelEmail_ButtonGet,CLAIM
PanelEmail_Overflow,Extra rewards will be lost. Are you sure you want to claim?
PanelEmail_Full,"Resource or Bag is full, no more mail Attachments can be claimed."
PanelBattleLog_Atk,Attack
PanelBattleLog_Def,Defense
PanelBattleLog_Def_Win,Attack Successful
PanelBattleLog_Def_Failure,Attack Failed
PanelBattleLog_LongWin,Winning Streak
PanelBattleLog_Day,{0} Days Ago
PanelBattleLog_Hour,{0} Hours Ago
PanelBattleLog_Minute,{0} Minutes Ago
PanelBattleLog_Atk_Failure,Attack Failed
PanelBattleLog_Atk_Win,Attack Successful
PanelBattleLog_Challenge_Failure,They can not be attacked.
PanelBattleFind_Challenge,ADJUST TEAM
PanelBattleFind_Get,Raid
PanelBattleFind_ReturnConfirm,Ready to leave {0}'s Vault?
PanelBattleFind_OpenLightConfirm,Are you sure to spend {0} Nuka-Cola to scout this Vault?
PanelBattleFind_ColaNotEnough,Not Enough Nuka-Cola
PanelBattleFind_AllLight,All rooms have been scouted.
PanelBattleFind_Find,Scout
PanelBattleFind_AttackConfirm,"Attacking a player will cause you to lose your protection, confirm?"
PanelBattleFind_LightOpen,Light the Room
PanelBattleFind_Resources,Potential Loot
PanelForceTask_DailyTask,Daily Quest
PanelForceTask_HistoryTask,History Quest
PanelForceTask_RewardTips,Collect Reward
PanelItemBuilding_ProductionLine,We now have <color=#D04500>{0}/{1}</color> production lines. Upgrade the lab to add more production lines.
PanelItemBuilding_Title,WORKSHOP
PanelItemBuilding_UnLock,Needs Level {0}
PanelItemBuilding_Building,Tap to Craft
PanelItemBuilding_SpeedUp,Speed Up
PanelItemBuilding_GiveUp,Cancel
PanelItemBuilding_Title_GiveUp,Do you really want to cancel?
PanelItemBuilding_GiveBack,These Will be Returned
PanelItemBuilding_Button_GiveUp,Give Up
PanelItemBuilding_End,{0} Finished
PanelItemBuilding_NeedItem,MATERIAL
PanelItemBuilding_NeedRes,Resource
PanelItemBuilding_BuildingBegin,START
PanelItemBuilding_Build,Building
PanelItemBuilding_Item,Item
PanelItemBuilding_Res,MATERIAL
PanelItemBuilding_Message_ProductionLine,Production has reached full capacity. Please level-up the factory.
PanelItemBuilding_Level,Higher level item factory required.
PanelHeroSource_Level,LEVEL
PanelHeroSource_HeroSource,Find Posters
PanelHeroSource_ItemSource,Find Materials
PanelHeroSource_LevelChallengeCount,CHANCES LEFT {0}
PanelHeroSource_LockMap,Map is Locked
PanelHeroSource_LockURExchangeRoom,Trade Center not built yet
PanelHeroSource_LockURShopPoster,This item is currently not available
PanelHeroSource_NoExpeditionBuilding,Memory Den Has Not Been Built
PanelHeroSource_LockForceLevel,LOCKED
PanelHeroSource_FromShopMallURPoster_Title,Mall - Ultra Rare Recruit
PanelHeroSource_FromShopMallURPoster_Desc,Purchased with Ultra Rare Redeem Tickets
PanelHeroSource_FromURExchangeRoom_Title,Trade Center - Redeem with Poster
PanelHeroSource_FromURExchangeRoom_Desc,Use excess posters of maxed-out SSR Dwellers to redeem
PanelHeroSource_Mop,A key sweep
PanelHeroSource_MopErrorTip,A key sweep
PanelHeroSource_HeroNameplate,Nameplate Obtainment
PanelHeroSource_ExchangeLimit,Dweller poster redemption starts at {3:00} on {1:00}-{2:00}-{0:0000}.
PanelBattleIllustration_ConfirmBtn,OK
PanelFriend_Social,SOCIAL
PanelFriend_Title,FRIENDS
PanelFriend_Add,ADD
PanelFriend_Recommend,SUGGESTED
PanelFriend_Req,FRIEND REQUEST
PanelFriend_Search,SEARCH
PanelFriend_SearchTip,Please Enter Player Name
PanelFriend_Accept,AGREE
PanelFriend_Refuse,IGNORE
PanelFriend_SearchFail,NO RESULTS
PanelFriend_None,Friends List is Empty \nPlease Add a Friend
PanelFriend_NoneReq,You Don't Have Any Requests
PanelFriend_NoneAdd,No Player Found
PanelFriend_Battle,CHALLENGE
PanelFriend_IsID,SEARCH WITH ID
PanelFriend_IDError,INVALID ID
PanelFriend_Interchange_Failed,INTERCHANGE FAILED
PanelFriendAdd_Input,"Hi, I'm {0}, let's be friends."
PanelFriendAdd_Input_Tip,Please Input Information
PanelFriendAdd_Send,MESSAGE
PanelFriendAdd_Result_Already,You're already friends.
PanelFriendAdd_Result_Full,Max number reached. Unable to add more.
PanelFriendAdd_Result_Wait,Request sent. Please wait for their reply.
PanelFriendAdd_Result_OtherFull,Max number reached. Unable to add.
PanelFriendAdd_Result_NotSelf,You cannot friend yourself.
PanelFriendAdd_Result_Error,Request Failed
PanelFriendAdd_Result_Message,Request contains forbidden characters.
PanelFriendDelete_Title,CAN YOU CONFIRM?
PanelFriendDelete_Content,Are you sure you want to remove {0} from your friend list?
PanelFriendInformation_Title,PERSONAL
PanelFriendInformation_Atk,COMBAT TEAM
PanelFriendInformation_Def,DEFENSE SQUAD
PanelFriendInformation_Visit,VISIT
PanelFriendInformation_Tips_VisitTimeLimit,Visited too recently please try later\n after{0}seconds.
PanelMyInformation_Tab_Personal,PROFILE
PanelMyInformation_Tab_Set,SETTINGS
PanelMyInformation_Tab_Achievement,ACHIEVE.
PanelMyInformation_Tip,Build and upgrade to level up your Vault.
PanelMyInformation_ResearchLevel,Completed level {0} research.
PanelMyInformation_NoResearch,No Research Level
PanelMyInformation_HeroCountDesc,POPULATION
PanelMyInformation_ResearchLevelDesc,RESEARCH LVL
PanelMyInformation_BestHeroDesc,BEST DWELLER
PanelMyInformation_GuildID,ID:#G{0}
PanelMyInformation_AlreadyInGuildWarning,You are already a member.
PanelMyInformation_LikeNumTip,Likes received: {0}.
PanelMyInformation_LikeNum,LIKES
PanelMyInformation_MyOwnID,ID: {0}
PanelFriendInformation_Tips_AlreadyInCantGo,Already in the Vault
PanelChatPop_Commonality,CHAT
PanelChatPop_PrivatePerson,MESSAGE
PanelChatPop_Corporation,GUILD
PanelChatPop_Send,SEND
PanelChatPop_SendMessage,ENTER MESSAGE
PanelChatPop_Friend,FRIENDS
PanelChatPop_TempFriend,CONTACTS
PanelChatPop_Error,OFFLINE
PanelChatPop_Button_Chat,Send Signal
PanelChatPop_Button_Friend,ADD FRIEND
PanelChatPop_Button_Shield,Block the Signal
PanelChatPop_Button_Info,More Details
PanelChatPop_Message_Shield,Target signal is blocked. You won't receive its message during this session.
PanelChatPop_Message_CharactersCount,Message should be less than {0} characters!
PanelChatPop_Message_RoleInfoIsNull,Please select a friend to message.
PanelChatPop_VoiceTooShort,Voice message is too short.
PanelChatPop_SpeechTimeout,Voice message is too long.
PanelChatPop_ServerError,Server Error
PanelChatPop_MsgSendFailed,Sending message failed.
PanelChatPop_UnknowError,Request Error
PanelChatPop_LoginSessionError,Login Error
PanelChatPop_ForbiddenSpeak,Banned
PanelChatPop_PTT_StartAudioRecordFailed,Initialization Failed
PanelChatPop_Fail,Connection to server failed.
PanelChatPop_CanceSpeak,CANCEL
PanelChatPop_PressSpeak,HOLD TO SPEAK
PanelChatPop_PressUpEnd,Release to Finish
PanelChatPop_UpSlideCancelSend,Swipe Up to Cancel
PanelChatPop_UpFingerCancelSend,RELEASE TO CANCEL
PanelChatPop_RecordFailed,Recording Failed
PanelChatPop_ServerNotice,【System】{0}
PanelChatPop_CannotConnectNetWork,Server Disconnected
PanelChatPop_BlockUserFailed,Blocking User Failed
PanelChatPop_SendMsgCoutDown,ENTER AFTER <color=#E30707FF>{0}</color> SECONDS
PanelCHatPop_AtleastSelectOneFriend,Please select at least one friend.
PanelChatPop_Guild,GUILD
PanelChatPop_NotJoinGuild,No Guild
PanelChatPop_NotSelecteFriendTips,Choose a friend to chat with.
PanelChatPop_SpeakTimeIsTooShort,Message is too short.
PanelChatPop_SendContentNotBeEmpty,Message must not be empty.
PanelChatPop_System,System
PanelChatPop_VS,VS
PanelChatPop_AllUserBan,"Voice message is currently unavailable due to maintenance, please be patient."
PanelChatPop_SpeechBan,You will be unblocked after {0}.
PanelChat_NoSendSelf,You can not talk to yourself.
PanelChatPop_GVG,INV.
PanelHeroBag_HeroSortText_Level,LEVEL
PanelHeroBag_TitleHero,DWELLER LIBRARY
PanelHeroBag_TitlePoster,RECRUIT
PanelHeroBag_TitleFrozen,FREEZE DWELLER
PanelHeroBag_TitleUnFrozen,UNFREEZE DWELLER
PanelHeroBag_ButtonFrozen,FREEZE
PanelHeroBag_ButtonUnFrozen,UNFREEZE
PanelHeroBag_UnFrozenEmpty,ALL DWELLERS ARE UNFROZEN
PanelHeroBag_FrozenEmpty,ALL DWELLERS ARE FROZEN
PanelHeroBag_MaxPeople,Population is Full
PanelHeroBag_AdjustWork,ASSIGN
PanelHeroBag_NoFavoriteHero,There is no favorite hero
PanelHeroBag_FavoriteHero,Favorite hero
PanelHeroBag_Favorite,Collect
PanelHeroBag_UnFavorite,Unfavorite
PanelMarketMain_Title,Market
PanelMarketMain_Tab_SellStore_Low,Low
PanelMarketMain_Tab_SellStore_Mid,Medium
PanelMarketMain_Tab_SellStore_High,High
PanelMarketMain_Tab_MyStore,My store
PanelMarket_EmptySlot,Empty Slot
PanelMarket_BuyNewSlot,Buy New Slot
PanelMarket_ClickToSell,Click to Sell
PanelMarket_WillAutoDown,This item will be taken off automatically.
PanelMarket_Sold,SOLD OUT
PanelMarket_SureCancle,Do you really want to cancel current item?
PanelMarket_ConfirmCancle,Do you really want to cancel?
PanelMarket_ChooseNumPrice,Select quantity and price to sell.
PanelMarket_Num,Quantity:{sp}
PanelMarket_Gotten,Owned:{sp}
PanelMarket_PerPrice,Single Price:{sp}
PanelMarket_Up,On Sale
PanelMarket_CanSell,Sellable
PanelMarket_SureBuySlot,You sure you want to buy a new slot?
PanelMarket_RefreshList,Restock Item List
PanelMarket_QuickRefresh,Update With Nuka-Cola
PanelMarket_EmptyMarket,Item Sold Out
PanelMarket_WaitForInfo,"Retrieving market information, please wait"
PanelMarket_BuyOff,Item Purchased
PanelMarket_CapNotEnough,Not Enough Caps
PanelMarket_TaxPrice,Price After Tax
PanelMarket_GottenLimit,Carry limit:
PanelPvpTopRank_RankTime,{1}/{0} Season
PanelPvpTopRank_HonorTopRank,Leaderboards
PanelPvpTopRank_EndTimeDesc,Season Ends In:{sp}
PanelPvpTopRank_TopRank,Leaderboards
PanelPvpTopRank_NotJoinGuild,No Guild
PanelReputation_Desc,1. Players who achieve Legendary rank will
PanelReputation_Medal,Medal
PanelReputation_Title,Title
PanelReputation_Hornor,Reputation
PanelTrunkTaskReward_Title,QUEST COMPLETE
PanelPvpTopRankMyLeagueMatches_My,{0} League
PanelPvpTopRankMyLeagueMatches_RankTop,No: {0}
PanelPvpTopRankMyLeagueMatches_WeekGet,Reward for this week hasn't been issued yet.
PanelPvpTopRankMyLeagueMatches_TrophyGet,Reward for this season hasn't been issued yet.
PanelPvpTopRankMyLeagueMatches_EndTime,Season Ends In:{sp}
PanelPvpTopRankMyLeagueMatches_Reset,Legendary players trophy number will reset to 5500 at the beginning of each season.
PanelPvpTopRankMyLeagueMatches_Last,Last Season:{sp}
PanelPvpTopRankMyLeagueMatches_History,Best in History:{sp}
PanelPvpTopRankMyLeagueMatches_Week,Reward for this week hasn't been issued yet:{sp}
PanelPvpTopRankMyLeagueMatches_Trophy,This Season's Reward:{sp}
PanelPvpTopRankMyLeagueMatches_Next,Next League's Reward:{sp}
PanelPvpTopRankMyLeagueMatches_Medal,Medal:{sp}
PanelPvpTopRankMyLeagueMatches_MedalTitle,Title:{sp}
PanelPvpTopRankMyLeagueMatches_Rank,Rank:{sp}
PanelPvpTopRankMyLeagueMatches_Check,CHECK
PanelPvpTopRankMyLeagueMatches_MyLeagueMatches,My
PanelPvpTopRankMyLeagueMatches_RankNameNone,Title Hasn't Been Gained
PanelPvpTopRankMyLeagueMatches_RankTopNone,Not Ranked
PanelPvpTopRankMyLeagueMatches_LastWeek,Last Week's Reward:{sp}
PanelPvpTopRankMyLeagueMatches_LastTrophy,Last Season's Reward:{sp}
PanelPvpTopRankMyLeagueMatches_NextNone,Currently at the highest rank.
PanelPvpTopRankMyLeagueMatches_WeekNone,Claim after 24:00 Sunday.
PanelPvpTopRankMyLeagueMatches_TrophyNone,Claim after season ends.
PanelPvpTopRankMyLeagueMatches_LimitsNumber,{0}～{1}
PanelPvpTopRankMyLeagueMatches_Marvel,Legendary League
PanelPvpTopRankLevel_Title,League Rank
PanelPvpTopRankLevel_Reward,Legendary Trophy Reward
PanelPvpTopRankLevel_Rank,Ⅰ、Ⅱ、Ⅲ
Panel_PveReplay_Title,Latest Update
Panel_PveReplay_Notice,No Updates
Panel_PveReplay_Exit,Close replay log?
PanelCityDefendTip_Title01,Well Balanced I
PanelCityDefendTip_Title02,Well Balanced II
PanelCityDefendTip_Title03,Well Balanced III
PanelCityDefendTip_Desc01,"Fully utilize Security Room, using it to form a pincer attack toward enemy."
PanelCityDefendTip_Desc02,Use robots and teleport rooms to form a
PanelCityDefendTip_Desc03,Fully utilize the Security Room's functions and
PanelCityDefendTip_Tab,Level{0}\n Recommendation
PanelShopMall_Title,BACK
PanelShopMall_Recommond,HOT ITEMS
PanelShopMall_Cola,NUKA-COLA
PanelShopMall_Poster,POSTERS
PanelShopMall_Groceries,GENERAL
PanelShopMall_PrewarGold,PRE-WAR
PanelShopMall_SuperMarket,SUPER DUPER MART
PanelShopMall_Fit,Attachment
PanelShopMall_URPoster,Ultra Rare Recruit
PanelShopMall_ExclusiveWeapon,Trinket
PanelShopMall_Reward_Fit_TitleA,Reward Preview
PanelShopMall_Reward_Fit_TitleB,Received
PanelShopMall_Reward_DrawCard_TitleA,Reward Preview
PanelShopMall_Reward_DrawCard_TitleB,Received
PanelShopMall_RewardBoxTip_Fit,"Each attachment purchased accumulates Progress, which grants you chests as reward at a certain point."
PanelShopMall_RewardBoxTip_DrawCard,"Each draw accumulates Progress, which grants you chests as reward at a certain point."
PanelShopMallFitDetail_SuitEffect,"Each card can draw a cumulative value of progress, can receive a reward chest when sufficient progress value, each card can draw a cumulative value of progress, you can receive a reward chest when sufficient progress value"
PanelShopMallFitDetail_BottomDesc,Tap the avatar to view details.
PanelShopMall_Unlock,The Mart unavailable
PanelShopMall_Skin,Dweller Skin Shop
PanelShopMall_SkinCycleTitle,Current\nCostume
PanelShopMall_Recommond_1,Daily Purchases
PanelShopMall_Recommond_2,Best Sellers
PanelShopMall_Recommond_3,Limited Boutique
PanelShopMall_Recommond_4,Weekly Purchases
PanelShopMall_Recommond_5,Monthly Purchases
PanelShopMallAd_Title,Buy item?
PanelShopMallAd_Confirm,CONFIRM
PanelShopMallAd_NoCoin1,You Don't Have Enough
PanelShopMallAd_NoCoin2,Tap to collect more.
PanelShopMallAd_PayClose,Currently not available.
PanelShopMallAd_PayLock,This function is locked.
PanelShopMallAd_PayNotOpen,Purchases locked.
PanelMysteryMerchant_Title,The Mysterious Merchant wants to trade with you.
PanelMysteryMerchant_Tip,Buy this item?
PanelMysteryMerchant_ResNotEnough,Not Enough Resources
PanelMysteryMerchant_Button1,CONFIRM
PanelMysteryMerchant_Button2,CONFIRM
PanelShopMallGroceries_Item_PlayerLvUp,Must be level {0} or under.
PanelShopMallGroceries_Item_PlayerLvDown,Must be level {0} or higher.
PanelShopMallGroceries_Item_BuyTimes,You can only buy {0} times
PanelShopMallGroceries_Item_Time,{0}
PanelShopMallGroceries_Item_TimeOut,Sale ended.
PanelShopMallGroceries_Item_Hot,Hot
PanelShopMallGroceries_Item_New,New
PanelShopMallGroceries_Item_Cheap,On Sale
PanelShopMallGroceries_Item_Limit,LIMITED
PanelShopMallGroceries_Obtain,Acquire
PanelShopMallRecommend_Empty,NO ITEMS
PanelShopMallRecommend_AdTip,Limited-Time Offer
PanelShopMallGroceries_FirstBuy,First
PanelShopMallNewAdTitle,New Packs Today
PanelShopMallSoldOut,SOLD OUT
PanelShopMallCollections_PowerPackTitle,Level-up Pack
PanelShopMallCollections_PowerPackDesc,"Wow, congrats on being qualified to purchase a new Dweller level-up pack!"
PanelShopMallPoster_Count,Can purchase {0} today.
PanelShopMallPoster_Fresh,FREE REFRESH {0}
PanelShopMallPoster_ButtonFresh,Refresh
PanelShopMallPoster_ButtonUpgradeStar,RANK UP
PanelShopMallPoster_ButtonRecruit,Recruit
PanelShopMallPoster_LeftCount,{0}/{1} left.
PanelShopMallPoster_Limit,You have made the max purchases for today.
PanelShopMallPoster_LimitRefresh,You have refreshed the max amount of times.
PanelShopMallPoster_Refresh1,No more free refreshes. Are you sure you want to pay to refresh?
PanelShopMallPoster_Refresh2,Paid refreshes have run out.
PanelShopMallPoster_PosterNotEnough,Not Enough Posters
PanelShopMallPosterHelper_Title,PURCHASE POSTER
PanelShopMallPosterHelper_ButtonBuy,BUY
PanelShopMallPosterHelper_ButtonMax,MAX
PanelShopMallPosterHelper_TipEmpty,Please input the amount you want to purchase.
PanelUnitBag_Title,DWELLER
PanelUnitBag_TabHero,ASSIGN
PanelUnitBag_TabRecuit,Recruit
PanelUnitBagHero_Level,LEVEL
PanelUnitBagHero_StarLv,RANK
PanelUnitBagHero_StarLv2,Medal
PanelUnitBagHero_Profession,CLASS
PanelUnitBagHero_PerkFight,COMBAT
PanelUnitBagHero_PerkBuild,PRODUCTION
PanelUnitBagHero_Room,JOB
PanelUnitBagRecruit_BtnRecruit,Recruit
PanelUnitBagRecruit_NoneHeros,No Dwellers to Recruit
PanelUnitBagRecruit_SortBtn_Recruit,Poster
PanelUnitBagRobot_Life,Hit Points
PanelUnitBagChooseHero_Title,DWELLER
PanelUnitBagChooseHero_NoneHeros,No Dweller Available
PanelUnitBagChooseHero_OutRoom,IDLE
PanelUnitBagChooseHero_OutDoor,WAITING
PanelUnitBagChooseHero_Dispatch,EXPLORING
PanelUnitBagChooseHero_Frozen,FROZEN
PanelUnitBagChooseHero_Desc_Add_CombatPowerDelta,<color=#00F48A>{0}</color>
PanelUnitBagChooseHero_Desc_Add_ResDelta,<color=#00F48A>{0}/H</color>
PanelUnitBagChooseHero_Desc_Add_ItemProduceDelta,Crafting Speed <color=#00F48A>{0}%</color>
PanelUnitBagChooseHero_Desc_Add_MedicalHealDelta,Healing Speed <color=#00F48A>{0}%</color>
PanelUnitBagChooseHero_Desc_Add_AllHeroAtkDelta,Damage <color=#00F48A>{0}%</color>
PanelUnitBagChooseHero_Desc_Add_AllHeroHPDelta,HP <color=#00F48A>{0}%</color>
PanelUnitBagChooseHero_Desc_Reduce_CombatPowerDelta,<color=#ED260A>{0}</color>
PanelUnitBagChooseHero_Desc_Reduce_ResDelta,<color=#ED260A>{0}/H</color>
