INDEX,EN
Task_Target_91302,Unlock the <color=#fffffff>Charlestown</color> Area on the Map
Task_Name_91303,Full Training 1
Task_Des_91303,"New areas are always strange to us. After what we've gone through, we should understand that the first priority is to enhance the Strength of the squad."
Task_Target_91303,Own <color=#fffffff>{1}</color> Dwellers at <color=#fffffff>lvl {0}</color> ({3}/{1})
Task_Name_91304,Full Preparation 1
Task_Des_91304,The next thing to do is to enhance the combat equipment. We believe we already know enough to do these things well consistently.
Task_Target_91304,Own <color=#fffffff>{1}</color> Equipment at <color=#fffffff>lvl {0}</color> ({3}/{1})
Task_Name_91305,BADTFL
Task_Des_91305,"According to the Charleston reports, we are certain that the signal source is located in BADTFL. It's show time for the Combat Team!"
Task_Target_91305,Clear <color=#fffffff>BADTFL</color>
Task_Name_91306,Institute Paradise
Task_Des_91306,We met the envoy from the Institute in BADTFL. It seems like the forces hiding the deepest parts of Boston are going to pop up right in front of us.
Task_Target_91306,Enter <color=#fffffff>The Institute</color> Underground Headquarters.
Task_Name_91307,Upgrade Power Generator 1
Task_Des_91307,"According to the current situation in the Vault, upgrading the Power Generator has become the most fundamental project. We must continue working on it."
Task_Target_91307,Own <color=#fffffff>{1}</color> Power Generator at <color=#fffffff>lvl {2}</color> ({3}/{1})
Task_Name_91308,Upgrade Diner 1
Task_Des_91308,"Similar to the Power Generator, upgrading the Diner is an incredibly important task. We must continue working on it."
Task_Target_91308,Own <color=#fffffff>{1}</color> Diner at <color=#fffffff>lvl {2}</color> ({3}/{1})
Task_Name_91309,Synth Problem
Task_Des_91309,The Institute is very passionate and does not blame us for our relationship with the Railroad. They only want us to assist with solving the Synth tech problem.
Task_Target_91309,Clear the <color=#fffffff>Cambridge Crater</color>
Task_Name_91310,Perk Adept 1
Task_Des_91310,The importance of Perk training goes without saying. Both Production and Combat Perks require constant training.
Task_Target_91310,Own <color=#fffffff>{1}</color> Dweller of <color=#fffffff>lvl {0}</color> Perk ({3}/{1})
Task_Name_91311,Tool Improvement 1
Task_Des_91311,Keep improving the tool efficiency to increase the production speed and increase the scale of the Vault.
Task_Target_91311,Own <color=#fffffff>{0}</color> Production Tool(s) at <color=#fffffff>lvl {1}</color> ({3}/{0})
Task_Name_91312,Unlock Hagen
Task_Des_91312,We have some news saying that two people who look like Vera and the old Overseer appeared in Hagen. It seems strange but we have to check it anyway.
Task_Target_91312,Unlock the <color=#fffffff>Hagen</color> Area on the Map
Task_Name_91313,Weston Water Treatment Plant
Task_Des_91313,"If Vera and the old Overseer really did come to Hagen, they would have passed the Weston Water Treatment Plant, I hope we can find some traces of them there."
Task_Target_91313,Clear <color=#fffffff>Weston Water Treatment Plant</color>
Task_Name_91314,Upgrade Recycling Center 1
Task_Des_91314,The Vault has its own regular consumption and expenses. Upgrading the Recycling Center is also incredibly important. We must continue working on it.
Task_Target_91314,Own <color=#fffffff>{1}</color> Recycling Center(s) at <color=#fffffff>lvl {2}</color> ({3}/{1})
Task_Name_91315,Upgrade Water Treatment Plant 1
Task_Des_91315,"Similar to the Recycling Center, another fundamental project includes upgrading the Water Treatment. Let's upgrade now."
Task_Target_91315,Own <color=#fffffff>{1}</color> Water Treatment Plant at <color=#fffffff>lvl {2}</color> ({3}/{1})
Task_Name_91316,Forest Grove Marsh
Task_Des_91316,"Rumors are always unreliable, maybe it's best if we help Nick instead."
Task_Target_91316,Clear <color=#fffffff>Forest Grove Marsh</color>
Task_Name_91317,Nick's Plan: Signal Tracking System
Task_Des_91317,We need a signal tracking system to locate Jacob. I hope the Railroad will give us such a system.
Task_Target_91317,Clear <color=#fffffff>Fort Hagen</color>
Task_Name_91318,Upgrade Overseer's Office
Task_Des_91318,"Upgrade the Overseer's Office and push our Vault to the next level. After that, there are many things for us to complete."
Task_Target_91318,Upgrade the Overseer's Office to lvl <color=#fffffff>{2}</color>
Task_Name_91401,Is That the Sound of Static?
Task_Des_91401,We recently intercepted a strange signal in the Radio Studio. Maybe we should upgrade the Radio Studio and see what the signal is.
Task_Target_91401,Upgrade the Radio Studio to lvl <color=#fffffff>{2}</color>
Task_Name_91402,Unlock Revere
Task_Des_91402,"Now that the radio studio has been upgraded, we can confirm that the signal is coming from the Revere area. Let's collect some information on this place."
Task_Target_91402,Unlock the <color=#fffffff>Revere</color> Area on the Map
Task_Name_91403,Full Training 2
Task_Des_91403,A new region is displayed in front of us. There's no doubt that we need to train our members in the squad from now on.
Task_Target_91403,Own <color=#fffffff>{1}</color> Dweller(s) at <color=#fffffff>lvl {0}</color> ({3}/{1})
Task_Name_91404,Full Preparation 2
Task_Des_91404,We must continue to enhance our squad's equipment to make sure we can overcome any difficulty and accomplish our task.
Task_Target_91404,Own <color=#fffffff>{1}</color> Equipment(s) at <color=#fffffff>lvl {0}</color> ({3}/{1})
Task_Name_91405,You Need a Psychologist
Task_Des_91405,Our radio studio received a signal from Revere Station. The message is messed up and creepy. We have decided to go and investigate to prevent any chaos from occurring.
Task_Target_91405,Clear <color=#fffffff>Revere Station</color>
Task_Name_91406,Upgrade Power Generator 2
Task_Des_91406,"According to the current situation in the Vault, upgrading the Power Generator has become the most important project. We must continue working on it."
Task_Target_91406,Own <color=#fffffff>{1}</color> Power Generator at lvl <color=#fffffff>{2}</color> ({3}/{1}) in total
Task_Name_91407,Upgrade Diner 2
Task_Des_91407,"Similar to the Power Generator, upgrading the Diner is an incredibly important task. We must continue working on it."
Task_Target_91407,Own <color=#fffffff>{1}</color> Diner at lvl <color=#fffffff>{2}</color> ({3}/{1}) in total
Task_Name_91408,Wasteland Architecture Guide
Task_Des_91408,A farmer needs our help badly. He said he was robbed by some Raiders and wants us to take back what is his. That doesn't sound too hard.
Task_Target_91408,Clear <color=#fffffff>Guard Training Yard</color>
Task_Name_91409,Unlock Inner Bay
Task_Des_91409,"Now that we know where that signal is coming from, we can use the upgraded radio studio to collect intel on other areas. For example, Inner Bay."
Task_Target_91409,Unlock the <color=#fffffff>Inner Bay</color> Area on the Map
Task_Name_91410,Perk Adept 2
Task_Des_91410,The importance of Perk training goes without saying. Both production and combat Perks require consistent training.
Task_Target_91410,Own <color=#fffffff>{1}</color> Dweller with lvl <color=#fffffff>{0}</color> Perk ({3}/{1})
Task_Name_91411,Tool Improvement 2
Task_Des_91411,Keep improving tool efficiency to fasten the production speed and make your Vault even bigger.
Task_Target_91411,Own <color=#fffffff>{0}</color> Tool(s) at lvl <color=#fffffff>{1}</color> ({3}/{0})
Task_Name_91412,Therapeutic Intervention
Task_Des_91412,Kevin has a personality module installed and has some serious psychological problems. We want to find other personality modules and see if we can help him.
Task_Target_91412,Clear <color=#fffffff>Pride Industries Shipyard</color>
Task_Name_91413,Taffington Boathouse
Task_Des_91413,"The Minutemen found some useful resources near Taffington Boathouse, but the Mirelurks have taken the resources. We need to make the Mirelurks disappear."
Task_Target_91413,Clear <color=#fffffff>Taffington Boathouse</color>
Task_Name_91414,Upgrade Recycling Center 2
Task_Des_91414,The Vault has its own expenses and consumption. Upgrading the Recycling Center is also incredibly important..
Task_Target_91414,Own <color=#fffffff>{1}</color> Recycling Center(s) at lvl <color=#fffffff>{2}</color> ({3}/{1}) in total
Task_Name_91415,Upgrade Water Treatment Plants 2
Task_Des_91415,"Similar to the Recycling Center, upgrading the Water Treatment Plant is an incredibly important task. We must continue working on it."
Task_Target_91415,Own <color=#fffffff>{1}</color> Water Treatment Plant(s) at lvl <color=#fffffff>{2}</color> ({3}/{1}) in total
Task_Des_91416,"A woman named Lucy needs our help, she wants us to find a lost guitar. 'This is the only thing my friend left behind' she said with tears falling down her cheeks."
Task_Target_91416,Clear <color=#fffffff>Malden Center</color>
Task_Name_91417,Resource Purifier Sample
Task_Des_91417,"To locate Jacob, we need a sample of a broken Resource Purifier. The Brotherhood of Steel is very interested in such technology, we should start looking there."
Task_Target_91417,Clear <color=#fffffff>Vault 75</color>
Task_Name_91418,Upgrade Overseer's Office
Task_Des_91418,"Upgrade the Overseer's Office and push our Vault to the next level. After that, there are many things awaiting us to complete."
Task_Target_91418,Upgrade the Overseer's Office to lvl <color=#fffffff>{2}</color>
Task_Name_91501,Sound in the Distance
Task_Des_91501,"So far, we have information on the main Boston areas, but we cannot get intel on areas that are further away. We need to upgrade the radio studio again."
Task_Target_91501,Upgrade the Radio Studio to lvl <color=#fffffff>{2}</color>
Task_Name_91502,Unlock the Commonwealth's Northern Suburbs
Task_Des_91502,The upgraded radio station has received messages from further away. Let's take a look at the Commonwealth's northern suburbs first.
Task_Target_91502,Unlock the <color=#fffffff>Commonwealth Northern Suburb</color> area
Task_Name_91503,Sufficient Training 3
Task_Des_91503,"These new areas are right in front of us, let us continue training our combat team so they can face more danger."
Task_Target_91503,Own <color=#fffffff>{1}</color> Dweller(s) at level <color=#fffffff>{0}</color> ({3}/{1})
Task_Name_91504,Sufficient Preparation 3
Task_Des_91504,We also need to continue upgrading the combat equipment to ensure we can complete our Quests.
Task_Target_91504,Own <color=#fffffff>{1}</color> Equipment(s) at level <color=#fffffff>{0}</color> ({3}/{1})
Task_Name_91505,Feelings
Task_Des_91505,Kevin's new personality module is still...unacceptable. We should go look for another module.
Task_Target_91505,Complete <color=#fffffff>General Atomic Galleria</color>
Task_Name_91506,Upgrade Power Generator 3
Task_Des_91506,"According to the current situation in the Vault, upgrading the Power Generator has become the most important project. We must continue working on it."
Task_Target_91506,Own a total of <color=#fffffff>{1}</color> Power Generator(s) at level <color=#fffffff>{2}</color> ({3}/{1})
Task_Name_91507,Upgrade Diner 3
Task_Des_91507,"Like upgrading the power generator, the Diner needs to be looked at regularly too."
Task_Target_91507,Own a total of <color=#fffffff>{1}</color> Diner(s) at level <color=#fffffff>{2}</color> ({3}/{1})
Task_Name_91508,Unlock Central Wet Land
Task_Des_91508,"Let's collect more information. Next stop, Central Wet Land!"
Task_Target_91508,Unlock <color=#fffffff>Central Wet Land</color> area
Task_Name_91509,Treasure Hunt
Task_Des_91509,A merchant named Mierna from Diamond City acquired a 'treasure map' by accident. I heard that this map will make everyone rich. She wants to recruit us as guards during this hunt.
Task_Target_91509,Complete <color=#fffffff>Saugus Ironworks</color>
Task_Name_91510,Perk Adept 2
Task_Des_91510,"Professional training means perk training, needless to say, we need a long-lasting training scheme for both production and battles."
Task_Target_91510,Own <color=#fffffff> {1}</color> Dweller(s) of Level <color=#fffffff> {0}</color> Perk ({3}/{1})
Task_Name_91511,Tool Improvement 2
Task_Des_91511,"Increase the Vault's productivity by increasing the tools' efficiency. The bigger the scale, the more we need to keep upgrading."
Task_Target_91511,Own <color=#fffffff>{0}</color> Production Tool(s) at Level <color=#fffffff>{1}</color> ({3}/{0})
Task_Name_91512,Unlock Parsons
Task_Des_91512,"The next location we will be collecting information on is Parsons. This area is located on the edge of the Commonwealth, I don't know what kind of dangers are hidden there."
Task_Target_91512,Unlock <color=#fffffff>Parsons</color> Area
Task_Name_91513,Lynn Woods
Task_Des_91513,"It's a small forest, but we received many reports saying there are a lot of frightening creatures there. Maybe we should go investigate."
Task_Target_91513,Complete <color=#fffffff>Lynn Woods</color>
Task_Des_91514,"We followed a lead found in a broken guitar, and it led us to Parsons Cheese Factory. What secrets did the singer hide here?"
Task_Target_91514,Complete <color=#fffffff>Parsons Cheese Factory</color>
Task_Name_91515,Upgrade Recycling Center 3
Task_Des_91515,The Vault has its own regular consumption and expenses. Upgrading the Recycling Center is also incredibly important..
Task_Target_91515,Own a Total of <color=#fffffff>{1}</color> Caps Recycling Station(s) at Level <color=#fffffff>{2}</color> ({3}/{1})
Task_Name_91516,Upgrade Water Treatment Plant 3
Task_Des_91516,"Similar to the Recycling Center, upgrading the Water Treatment Plant is an incredibly important task. We must continue working on it."
Task_Target_91516,Own <color=#fffffff>{1}</color> Water Treatment Plant(s) at lvl <color=#fffffff>{2}</color> ({3}/{1}) in Total
Task_Name_91517,Big Fan
Task_Des_91517,"We received a distress call, a traveler is trying to tame Mirelurks so she can ride them, but now she is trapped in the Mirelurk's lair......"
Task_Target_91517,Complete <color=#fffffff>Fish Packaging Factory</color>
Task_Name_91518,FEV Virus Identification Signal
Task_Des_91518,"To locate Jacob, we need a FEV virus identification signal. These things can only be found in the Institute, but the problem is, they wouldn't give us any."
Task_Target_91518,Complete <color=#fffffff>State Asylum</color>
Task_Name_91519,Upgrade Overseer's Office
Task_Des_91519,"Upgrade the Overseer's Office and push our Vault to the next level. After that, there are many things awaiting us to complete."
Task_Target_91519,Upgrade the Overseer's Office to lvl <color=#fffffff>{2}</color>
Task_Name_91601,What's in the Distance?
Task_Des_91601,"What's in the distance? We can see for ourselves while Nick's making the tracker, the Vault needs more resources and materials."
Task_Target_91601,Upgrade the Radio Studio to lvl <color=#fffffff>{2}</color>
Task_Name_91602,Unlock Salem
Task_Des_91602,"The radio studio has been upgraded, our signal range now covers the Salem area. Let's head there right now."
Task_Target_91602,Unlock <color=#fffffff>Salem</color> Area
Task_Name_91603,Sorcery Museum
Task_Des_91603,"From the messages we received at the radio studio, the Sorcery Museum sounds like a creepy place. Does sorcery really exist on the Wasteland? Why don't we check it out."
Task_Target_91603,Complete <color=#fffffff>Sorcery Museum</color>
Task_Name_91604,Sufficient Training 4
Task_Des_91604,These new areas are right in front of us. Let us continue training our combat team so they can face stronger enemies.
Task_Target_91604,Own <color=#fffffff> {1}</color> Dweller(s) at Level <color=#fffffff> {0}</color> ({3}/{1})
Task_Name_91605,Sufficient Preparation 4
Task_Des_91605,We also need to continue upgrading the combat equipment to ensure we can complete our Quests.
Task_Target_91605,Own <color=#fffffff>{1}</color> Equipment(s) at Level<color=#fffffff> {0}</color> ({3}/{1})
Task_Name_91606,Let It Take Its Course
Task_Des_91606,Kevin's personality is getting worse. Our hopes lies in the last personality module......Scientists from 200 years ago are so unreliable.
Task_Target_91606,Complete<color=#fffffff> Salem</color>
Task_Name_91607,Upgrade Power Generator 4
Task_Des_91607,"The Vault's current scale and state requires the power generator to be constantly upgraded, this is something we will do on a daily basis."
Task_Target_91607,Own a Total of <color=#fffffff>{1} </color>Power Generator(s) at Level <color=#fffffff>{2} </color> ({3}/{1})
Task_Name_91608,Upgrade Diner 4
Task_Des_91608,"Like upgrading the power generator, the Diner needs to be looked at regularly too."
Task_Target_91608,Own a Total of <color=#fffffff>{1} </color>Diner(s) at Level <color=#fffffff>{2} </color> ({3}/{1})
Task_Des_91609,"Placton's story continues, we follow his clues to the cannery. The last message he left for Lucy is hidden here, this should be the end of our mission."
Task_Target_91609,Complete<color=#fffffff> Cannery </color>
Task_Name_91610,A Wild Chase
Task_Des_91610,"Message from the Minutemen! They have the group of Raiders that have been raiding settling points in their sights. These Raiders escaped to Lynn dock car park, let's go after them!"
Task_Target_91610,Complete<color=#fffffff> Dock Car Park</color>
Task_Name_91611,Perk Adept 3
Task_Des_91611,"Professional training means perk training, needless to say, we need a lasting training scheme for both production and battle."
Task_Target_91611,Own <color=#fffffff>{1}</color>Dweller(s) at Perk Level <color=#fffffff>{0}</color> ({3}/{1})
Task_Name_91612,Tool Improvement 3
Task_Des_91612,"Increase the Vault's productivity by increasing the tools' efficiency. The bigger the scale, the more we need to keep upgrading."
Task_Target_91612,Own <color=#fffffff>{0}</color> Production Tool(s) at Level <color=#fffffff>{1}</color> ({3}/{0})
Task_Name_91613,Unlock Nahant
Task_Des_91613,"Our radio station can received messages from Nahant, we can now explore it."
Task_Target_91613,Unlock <color=#fffffff>Nahant</color> Area
Task_Name_91614,Don't Rely on a Warrant
Task_Des_91614,Remember those Raiders we chased to Lynn dock car park? My source says they are only a part of the force that has been taking over settlements. One group has escaped to Nahant sheriff's office.
Task_Target_91614,Complete<color=#fffffff> Sheriff's Office</color>
Task_Name_91615,12 Chapters of Life
Task_Des_91615,"When we got back to the Vault with Placton's holotapes, there was bad news from Goodneighbor. Lucy was kidnapped by Raiders! 'If you want this woman to live, bring Placton's treasure to at Nahant Wharf!'"
Task_Target_91615,Complete<color=#fffffff> Nahant Wharf</color>
Task_Name_91616,Upgrade Recycling Center 4
Task_Des_91616,"The Vault has daily consumption and spending, upgrading the recycling station is a daily task."
Task_Target_91616,Own a Total of<color=#fffffff> {1}</color> Caps Recycling Center(s) at Level<color=#fffffff> {2}</color> ({3}/{1})
Task_Name_91617,Upgrade Water Treatment Plant 4
Task_Des_91617,"Similar to the Recycling Center, upgrading the Water Treatment Plant is an incredibly important task. We must continue working on it."
Task_Target_91617,Own <color=#fffffff>{1}</color> Water Treatment Plant(s) at lvl <color=#fffffff>{2}</color> ({3}/{1}) in Total
Task_Name_91618,Freedom is Not A Reason
Task_Des_91618,"We now know the identities of the Raiders that took over the settlement, unfortunately, they were once members of the Minutemen. They became Raiders after Quincy. Now let's end this tragedy."
Task_Target_91618,Complete<color=#fffffff> Land of Freedom</color>
Task_Name_91619,Upgrade Overseer's Office
Task_Des_91619,Upgrade the Overseer's Office for further development. Then there will be more things to do.
Task_Target_91619,Upgrade the Overseer's Office to lvl <color=#fffffff>{2}</color>
Task_Name_91701,All in Control
Task_Des_91701,"Our radio studio's signal has pretty much covered the whole Commonwealth area. If we make another upgrade, then we'll know everything that happens in the Commonwealth."
Task_Target_91701,Upgrade the Radio Studio to Level <color=#fffffff>{2}</color>
Task_Name_91702,Boston Airport
Task_Des_91702,"Radio studio upgrade complete. We received a signal from the east, where Boston Airport is located. Looks like we've found another location."
Task_Target_91702,Unlock <color=#fffffff>Boston Airport</color> Area
Task_Name_91703,Milk of Kindness: Green Miracle
Task_Des_91703,"The radio studio received a distress call from the East Boston Foundation School. The weird thing is, to our knowledge, there is only a small group of Raiders there. What's going on?"
Task_Target_91703,Complete<color=#fffffff> East Boston Foundation School</color>
Task_Name_91704,Sufficient Training 5
Task_Des_91704,"These new areas are right in front of us, let us continue training our combat team so they can face more danger."
Task_Target_91704,Have <color=#fffffff> {1}</color> Level<color=#fffffff> {0}</color> Dwellers ({3}/{1})
Task_Name_91705,Sufficient Preparation 5
Task_Des_91705,We also need to continue upgrading the combat equipment to ensure we can complete our Quests.
Task_Target_91705,Own <color=#fffffff> {1}</color> Equipment(s) at Level<color=#fffffff> {0}</color> ({3}/{1})
Task_Name_91706,Milk of Kindness: Beautiful Soul
Task_Des_91706,"We set off on a journey to find 'milk' with a big green friend. Having this mutant join our team doesn't exactly make a low profile, but Strong is very obedient when I tell him that we'll help him."
Task_Target_91706,Complete <color=#fffffff>East Boston Police Station</color>
Task_Name_91707,Building Power Stations
Task_Des_91707,"According to the current situation in the Vault, upgrading the Power Generator has become the most important project. We must continue working on it."
Task_Target_91707,Own a Total of <color=#fffffff>{1}</color> Power Generator(s) at Level<color=#fffffff> {2}</color> ({3}/{1})
Task_Name_91708,Building Diners
Task_Des_91708,"Like upgrading the power generator, the Diner needs to be looked at regularly too."
Task_Target_91708,Own a Total of <color=#fffffff>{1}</color> Diner(s) at Level<color=#fffffff> {2}</color> ({3}/{1})
Task_Name_91709,Milk of Kindness: The Fighter
Task_Des_91709,"The journey of finding 'milk' continues. Strong is abnormally patient for a mutant, but once we arrived at Strangburg - a place filled with mutants, even Strong couldn't keep his cool."
Task_Target_91709,Complete <color=#fffffff>Strangburg</color>
Task_Name_91710,South Boston Area
Task_Des_91710,"Don't forget, the signals we received came from south Boston area as well. The combat team will be going to south Boston next, so we should check the area beforehand."
Task_Target_91710,Unlock <color=#fffffff>South Boston</color> area
Task_Name_91711,Milk of Kindness: Surprise
Task_Des_91711,Strong doesn't look too happy because he hasn't found the 'milk' he wanted. But how can you explain 'Milk of Human Kindness' to him?
Task_Target_91711,Complete<color=#fffffff> Andrew Station</color>
Task_Name_91712,Perk Adept 4
Task_Des_91712,"Professional training means perk training, needless to say, we need a lasting training scheme for both production and battle."
Task_Target_91712,Own <color=#fffffff>{1} </color>Dweller(s) at Skill Level <color=#fffffff>{0} </color> ({3}/{1})
Task_Name_91713,Tool Improvement 4
Task_Des_91713,"Increase the Vault's productivity by increasing the tools' efficiency. The bigger the scale, the more we need to keep upgrading."
Task_Target_91713,Own <color=#fffffff>{0}</color>Production Tool(s) at Level <color=#fffffff>{1}</color> ({3}/{0})
Task_Name_91714,Oh no no no!
Task_Des_91714,"Nick has finally finished making the tracker, now we'll have to see if it can really lead us to Jacob."
Task_Target_91714,Complete<color=#fffffff> Military Checkpoint</color>
Task_Name_91715,Brilliant Idea
Task_Des_91715,"The Glowing Sea is lethal to normal humans, how to cross safely is our biggest problem right now. Maybe we can ask Nick to help us just like before?"
Task_Target_91715,Complete<color=#fffffff> Andrew Station</color>
Task_Name_91716,Upgrade Recycling Center 5
Task_Des_91716,The Vault has daily consumption and spending. Upgrading the recycling station is an important daily task.
Task_Target_91716,Own a Total of<color=#fffffff> {1}</color> Caps Recycling Station(s) at Level<color=#fffffff> {2}</color> ({3}/{1})
Task_Name_91717,Upgrade Water Treatment Plant 5
Task_Des_91717,"Similar to the Recycling Center, upgrading the Water Treatment Plant is an incredibly important task. We must continue working on it."
Task_Target_91717,Own <color=#fffffff>{1}</color> Water Treatment Plant(s) at lvl <color=#fffffff>{2}</color> ({3}/{1}) in Total
Task_Name_91718,Human. Milk. Do you have Milk of Human Kindness?
Task_Des_91718,"Strong insisted on finding 'milk' when we passed University Point. There is a huge group of uncontrollable robots, will Strong be able to get what he wants?"
Task_Target_91718,Complete<color=#fffffff> University Point</color>
Task_Name_91719,Reaching the End
Task_Des_91719,"Finally there's an answer to what happened to the old Overseer. Now we know where he went and how to find him. We are prepared, and are just waiting for the opportune moment."
Task_Target_91719,Upgrade the Overseer's Office to lvl <color=#fffffff>{2}</color>
Task_Name_91801,The End
Task_Des_91801,"Location, the Glowing Sea, the old Overseer is waiting for us there. He has sacrificed a lot for the Vault, but can we bring him safely back to the Vault?"
Task_Target_91801,The Last Story
Task_Name_91901,Distant Echoes
Task_Des_91901,"We've completed the preparations to head to the Glowing Sea and search for Overseer Jacob. But to guarantee communication security, we must upgrade the Radio Studio before the final adventure."
Task_Target_91901,Upgrade the Radio Studio to lvl <color=#fffffff>{2}</color>
Task_Name_91902,West Roxbury
Task_Des_91902,Our radio station has received a signal from southwest of Commonwealth Wasteland. It's time to head to West Roxbury and embark on our final journey in the Commonwealth.
Task_Target_91902,Unlock <color=#fffffff>West Roxbury</color> area on the map
Task_Name_91903,Eyes in the Dark
Task_Des_91903,"After defeating Kellogg, we headed to the southwest of Commonwealth. But Nick sensed someone behind us while exploring. Who could it be hiding in the dark and watching over us?"
Task_Target_91903,Complete <color=#fffffff>Milton General Hospital</color>
Task_Name_91904,Big Critic: Open Dialogue
Task_Des_91904,The long novel 'Thrilling Adventures of Lemonis' was written by a wastelander and has been out for about half a year. Now the writer wants us to collect some readers' comments.
Task_Target_91904,Complete <color=#fffffff>Shaw High School</color>
Task_Name_91905,Press Forward
Task_Des_91905,"Only the most brave warriors can conquer the most perilous area in the wasteland. Before we set off, we must ensure that our dwellers are ready."
Task_Target_91905,Own <color=#fffffff>{1}</color> Lv.<color=#fffffff>{0}</color> dweller(es) ({3}/{1})
Task_Name_91906,Armed to the Teeth
Task_Des_91906,"It's not exaggerating at all to say our latest equipment upgrades, which include the newly invented ""Oral-injection First-aid System"", literally mean our dwellers are armed to the teeth."
Task_Target_91906,Own <color=#fffffff>{1}</color> piece(s) of Lv.<color=#fffffff>{0}</color> equipment ({3}/{1})
Task_Name_91907,Big Critic: Feedback
Task_Des_91907,A big-time writer wanted us to collect feedback on his novel. The first feedback wasn't so good. How about this time?
Task_Target_91907,Complete <color=#fffffff>Fallon's Department Store</color>
Task_Name_91908,Charles River
Task_Des_91908,"Ah, the quiet and calmness of Charles River. Eh, perhaps not that quiet... Deathclaws, ghouls and the most ferocious raiders make this area not only hideous but deadly."
Task_Target_91908,Unlock <color=#fffffff>Charles River</color> area on the map
Task_Name_91909,Intensive Training
Task_Des_91909,Only in the most dangerous areas of the wasteland can you find the most intensive training... But normally you just eat to grow strong.
Task_Target_91909,Own <color=#fffffff>{1}</color> Lv.<color=#fffffff>{0}</color> dweller(es) ({3}/{1})
Task_Name_91910,Me and My Little Pals
Task_Des_91910,"""Say hello to my little pals!"" But these little ""pals"" are not the ones you would like to stick around. All they do is to damage and destroy."
Task_Target_91910,Own <color=#fffffff>{1}</color> piece(s) of Lv.<color=#fffffff>{0}</color> equipment ({3}/{1})
Task_Name_91911,A Hard to Refuse Offer
Task_Des_91911,The squad is collecting supplies everywhere and preparing for the journey to the Glowing Sea. But we come to Robotics Pioneer Park only to find someone's been waiting for us...
Task_Target_91911,Complete <color=#fffffff>Robotics Pioneer Park</color>
Task_Name_91912,Hone Your Skills
Task_Des_91912,Perks can only be truly mastered by honing skills in the wasteland... But normally you drink water to grow strong.
Task_Target_91912,Own <color=#fffffff>{1}</color> dweller(es) with Lv.<color=#fffffff>{0}</color> Perk ({3}/{1})
Task_Name_91913,Natick
Task_Des_91913,"Across the ruined city of Boston and beyond the radiant water of Charles River, Natick is the destination of our journey in the Commonwealth. We are the last hope for Jacob who's lost in the Glowing Sea."
Task_Target_91913,Unlock <color=#fffffff>Natick</color> area on the map
Task_Name_91914,Big Critic: Skip!
Task_Des_91914,Couldn't anyone give us some valuable feedback to Lemonis' novel?
Task_Target_91914,Complete <color=#fffffff>Roadside Pines Motel</color>
Task_Name_91915,Everyone is a Critic
Task_Des_91915,What a shock! People aren't interested in Lemonis' great novel at all. Then how can Lemonis get feedback that will satisfy him?
Task_Target_91915,Complete <color=#fffffff>Poseidon Reservoir</color>
Task_Name_91916,Iron Triangle
Task_Des_91916,Our destination is the Atom Pit. It would devour us like a whirlpool in the sea if we fail to prepare our dwellers well.
Task_Target_91916,Own <color=#fffffff>{1}</color> Lv.<color=#fffffff>{0}</color> dweller(es) ({3}/{1})
Task_Name_91917,"""What a Beauty"""
Task_Des_91917,Wanna see the equipment forged with all crap you can find in Boston? Congrats! You've in the right place!
Task_Target_91917,Own <color=#fffffff>{1}</color> piece(s) of Lv.<color=#fffffff>{0}</color> equipment ({3}/{1})
Task_Name_91918,Range Destroyer
Task_Des_91918,"""Listen, Jimmy, I won't repeat myself, No fat launchers in the range!"" - The recording comes from Assistant Jenny's range assessment report. Seems it's time to upgrade the range again."
Task_Target_91918,Own <color=#fffffff>{1}</color> dweller(es) with Lv.<color=#fffffff>{0}</color> Perk ({3}/{1})
Task_Name_91919,Beyond the Sea
Task_Des_91919,We managed to activate the portal leading to the Atom Pit. Jacob awaits us in the depths of the Glowing Sea. The long hunt is about to end. What will happen to...the former Overseer of the Vault?
Task_Target_91919,Enter <color=#fffffff>Atom Pit Portal</color> and find the missing Overseer.
Task_Name_92101,For Jacob
Task_Des_92101,"We found some info about the Capital Wasteland in Jacob's Pip-Boy. Before heading there, we've decided to visit the Atom Pit again and say goodbye to Jacob."
Task_Target_92101,Return to <color=#fffffff>Atom Pit Portal</color> and salute Overseer Jacob
Task_Name_92102,New Land?
Task_Des_92102,"Finally we've made it to the Capital Wasteland! I wonder what danger lies ahead. Anyway, we should explore nearby regions."
Task_Target_92102,Unlock <color=#fffffff>The Republic of Dave</color> area in the Capital Wasteland
Task_Name_92103,War and Wealth
Task_Des_92103,The Capital Wasteland looks...dangerous. We should get in touch with locals and see if they can help us.
Task_Target_92103,Complete <color=#fffffff>Hilltop Farm Ruins</color>
Task_Name_92104,Dirty Work
Task_Des_92104,"A man called Dave said he can assist us, but before that, we must get him more votes in the ""General Election""..."
Task_Target_92104,Complete <color=#fffffff>Yukky Restaurant</color>
Task_Name_92105,Ranch Tale
Task_Des_92105,"There are many places in this strange wasteland worth exploring, such as this cow ranch."
Task_Target_92105,Complete <color=#fffffff>Wild Virgin Cow Ranch</color>
Task_Name_92106,Power! Infinite Power!
Task_Des_92106,A deserted power plant! Wonder if there's any power left... Let's loot it!
Task_Target_92106,Complete <color=#fffffff>MDPL-16 Power Plant</color>
Task_Name_92107,New Colony
